"N","instance_id","label","node_id","total_success","success_rate","label_freq_rank","definition","raw_image_breadth","norm_image_breadth","num_imgs","min_img","max_img","num_adopters","prop_adopters"
8,393,"frog",46128,64,0.96969697,2,"X shape",5035,2416,32,584,838,8,1
8,393,"frog",46923,64,0.96969697,2,"an animal",5035,2416,32,584,838,8,1
8,393,"frog",46897,64,0.96969697,2,"the legs are spread out and the head is rather big",5035,2416,32,584,838,8,1
8,393,"x",42838,50,0.694444444,3,"letter of alphabet",60272,37385,25,51,1374,8,1
8,393,"x",46897,50,0.694444444,3,"The legs are spread out about an equal amount as the hands. There is not too much in the middle.",60272,37385,25,51,1374,8,1
8,393,"x",46128,50,0.694444444,3,"X",60272,37385,25,51,1374,8,1
8,393,"x",37995,50,0.694444444,3,"The shape made an ""x"" shape, literally. So I went with that.",60272,37385,25,51,1374,8,1
8,393,"x",46909,50,0.694444444,3,"two element that cross each other",60272,37385,25,51,1374,8,1
8,393,"x",42833,50,0.694444444,3,"a cross shape and 24th letter of the english alphabet",60272,37385,25,51,1374,8,1
8,393,"x",38339,50,0.694444444,3,"A sideways cross",60272,37385,25,51,1374,8,1
8,393,"x",46923,50,0.694444444,3,"a letter",60272,37385,25,51,1374,8,1
8,394,"crab",38765,38,0.95,3,"an animal of the ocean with a hard exoskeleton",3038,3038,18,506,696,8,1
8,394,"crab",42824,38,0.95,3,"A crab is a crustacean that has a hard shell and claws in front of its body.",3038,3038,18,506,696,8,1
8,394,"crab",42797,38,0.95,3,"round with rounded legs sticking out",3038,3038,18,506,696,8,1
8,394,"crab",38062,38,0.95,3,"similar to frog",3038,3038,18,506,696,8,1
8,394,"crab",46369,38,0.95,3,"It kind of looks like a crab with its claws up.",3038,3038,18,506,696,8,1
8,394,"crab",38277,38,0.95,3,"Hunched over shape",3038,3038,18,506,696,8,1
8,394,"crab",38173,38,0.95,3,"Looks like a teepee with a ball in the center touching both sides.",3038,3038,18,506,696,8,1
8,394,"crab",46661,38,0.95,3,"low to ground with arms up",3038,3038,18,506,696,8,1
8,394,"flat",38277,44,0.916666667,2,"Thin as possible",5926,5926,20,229,502,8,1
8,394,"flat",38062,44,0.916666667,2,"linear, long,",5926,5926,20,229,502,8,1
8,394,"flat",38765,44,0.916666667,2,"something with no height",5926,5926,20,229,502,8,1
8,394,"flat",46369,44,0.916666667,2,"The closest to a horizontal line.",5926,5926,20,229,502,8,1
8,394,"flat",38173,44,0.916666667,2,"Not fat",5926,5926,20,229,502,8,1
8,394,"flat",42797,44,0.916666667,2,"one dimensional with nothing sticking out",5926,5926,20,229,502,8,1
8,394,"flat",46661,44,0.916666667,2,"most horizontal",5926,5926,20,229,502,8,1
8,394,"flat",42824,44,0.916666667,2,"Flat is something that is straight and doesn't have much curvature to it.",5926,5926,20,229,502,8,1
8,394,"frog",38062,78,0.886363636,1,"small amphibian creature",5354,1567,35,607,871,8,1
8,394,"frog",46369,78,0.886363636,1,"It was spread out and kind of looked like a frog that was about to be dissected or something.",5354,1567,35,607,871,8,1
8,394,"frog",42824,78,0.886363636,1,"A frog is an animal that has a bulbous body and outstretched legs with shorter arms.",5354,1567,35,607,871,8,1
8,394,"frog",38173,78,0.886363636,1,"splayed out figure with two legs up and two legs down",5354,1567,35,607,871,8,1
8,394,"frog",46661,78,0.886363636,1,"taller, ""arms"" up",5354,1567,35,607,871,8,1
8,394,"frog",38765,78,0.886363636,1,"An animal that is green and crouches",5354,1567,35,607,871,8,1
8,394,"frog",38277,78,0.886363636,1,"Unsure",5354,1567,35,607,871,8,1
8,394,"frog",42797,78,0.886363636,1,"four legs sticking out",5354,1567,35,607,871,8,1
8,395,"bed",46455,24,0.923076923,3,"flattened with upturned edges",1506,1506,12,378,506,6,0.75
8,395,"bed",46394,24,0.923076923,3,"Flat shape with short legs and a headboard.",1506,1506,12,378,506,6,0.75
8,395,"bed",38472,24,0.923076923,3,"The picture is mostly flat, with small protrusions on each side like the headboard and footboard of a bed.",1506,1506,12,378,506,6,0.75
8,395,"bed",46739,24,0.923076923,3,"Its squished and looks like a dot on a bed",1506,1506,12,378,506,6,0.75
8,395,"bed",38468,24,0.923076923,3,"A long horizontal shape",1506,1506,12,378,506,6,0.75
8,395,"bed",37950,24,0.923076923,3,"low and flat",1506,1506,12,378,506,6,0.75
8,395,"bed",47016,24,0.923076923,3,"An object where people sleep on top of.",1506,1506,12,378,506,6,0.75
8,395,"crab",38472,34,0.944444444,2,"There are two large objects sticking up from the sides, like a crab's pincers.",3849,3828,16,479,751,7,0.875
8,395,"crab",38468,34,0.944444444,2,"A very wide X shape resembling a crab",3849,3828,16,479,751,7,0.875
8,395,"crab",37950,34,0.944444444,2,"four distinct legs",3849,3828,16,479,751,7,0.875
8,395,"crab",46394,34,0.944444444,2,"Silhouette of the animal of the same name with its claws raised up.",3849,3828,16,479,751,7,0.875
8,395,"crab",47016,34,0.944444444,2,"The object look like a crab.",3849,3828,16,479,751,7,0.875
8,395,"crab",46739,34,0.944444444,2,"The crab is an ""X"" spread out",3849,3828,16,479,751,7,0.875
8,395,"crab",46455,34,0.944444444,2,"flattened x shape with head",3849,3828,16,479,751,7,0.875
8,395,"topdot",37950,38,0.95,1,"head separated from the body",18744,18744,18,18,504,7,0.875
8,395,"topdot",47016,38,0.95,1,"the ball shape object is the one stand out in the picture.",18744,18744,18,18,504,7,0.875
8,395,"topdot",46739,38,0.95,1,"the dot is on top",18744,18744,18,18,504,7,0.875
8,395,"topdot",38468,38,0.95,1,"A shape that has a circle hovering above it",18744,18744,18,18,504,7,0.875
8,395,"topdot",46455,38,0.95,1,"round circle on top of other blotch",18744,18744,18,18,504,7,0.875
8,395,"topdot",46394,38,0.95,1,"The ball or dot that is at the highest position compared to the others shown.",18744,18744,18,18,504,7,0.875
8,395,"topdot",38472,38,0.95,1,"The circle that appears in many shapes is the highest out of the three pictures.",18744,18744,18,18,504,7,0.875
8,396,"book",38379,50,0.892857143,3,"A collection of words bound together",6663,6663,23,17,451,8,1
8,396,"book",42839,50,0.892857143,3,"I guess I could have said something like 'read' instead where I used 'book,' but that shape of the circle above it made it seem like reading to me.",6663,6663,23,17,451,8,1
8,396,"book",42830,50,0.892857143,3,"A thin wide shape that looks like an open book",6663,6663,23,17,451,8,1
8,396,"book",37986,50,0.892857143,3,"a square item with pages",6663,6663,23,17,451,8,1
8,396,"book",46333,50,0.892857143,3,"Like someone reading",6663,6663,23,17,451,8,1
8,396,"book",38166,50,0.892857143,3,"Like wings opened.",6663,6663,23,17,451,8,1
8,396,"book",38006,50,0.892857143,3,"open and with a reader",6663,6663,23,17,451,8,1
8,396,"book",46937,50,0.892857143,3,"The book shape looked like an open book with a person's head in the middle.",6663,6663,23,17,451,8,1
8,396,"crab",38166,54,0.931034483,2,"Head and claws sticking up. Squished body.",9247,4627,27,518,891,8,1
8,396,"crab",37986,54,0.931034483,2,"a round animal with snapper claws",9247,4627,27,518,891,8,1
8,396,"crab",38379,54,0.931034483,2,"A hard shelled creature with a few legs",9247,4627,27,518,891,8,1
8,396,"crab",46333,54,0.931034483,2,"Short and puffy",9247,4627,27,518,891,8,1
8,396,"crab",38006,54,0.931034483,2,"a crustacean with claws",9247,4627,27,518,891,8,1
8,396,"crab",42830,54,0.931034483,2,"A wide shape that looks like a crab",9247,4627,27,518,891,8,1
8,396,"crab",46937,54,0.931034483,2,"The crab shape was short and squat and looked like it had two pincers.",9247,4627,27,518,891,8,1
8,396,"crab",42839,54,0.931034483,2,"A crab is a crustacean and it usually holds up its claws.  That was something of a motivator in my mentioning it.",9247,4627,27,518,891,8,1
8,396,"frog",37986,58,0.966666667,1,"a four legged animal with a long arms and legs",5266,2518,29,570,857,8,1
8,396,"frog",46333,58,0.966666667,1,"Wide stance",5266,2518,29,570,857,8,1
8,396,"frog",42839,58,0.966666667,1,"A frog is an amphibian and I tend to imagine one leaping, so it's got two legs in front and two bigger ones in the back/bottom.",5266,2518,29,570,857,8,1
8,396,"frog",38006,58,0.966666667,1,"a little amphibian",5266,2518,29,570,857,8,1
8,396,"frog",46937,58,0.966666667,1,"The frog shape was in somewhat of an X shape with it appendages and looked like it had a head.",5266,2518,29,570,857,8,1
8,396,"frog",38379,58,0.966666667,1,"a small, squat green amphibian",5266,2518,29,570,857,8,1
8,396,"frog",38166,58,0.966666667,1,"Stout, head and legs sticking out and up, big feet sticking out and down.",5266,2518,29,570,857,8,1
8,396,"frog",42830,58,0.966666667,1,"A shape that resembles a frog",5266,2518,29,570,857,8,1
8,397,"flat",38337,46,0.92,3,"It's flat...",5633,5633,22,189,520,8,1
8,397,"flat",42828,46,0.92,3,"Straight",5633,5633,22,189,520,8,1
8,397,"flat",42809,46,0.92,3,"The shape that is flatter than the other two.",5633,5633,22,189,520,8,1
8,397,"flat",38038,46,0.92,3,"close to a line",5633,5633,22,189,520,8,1
8,397,"flat",46216,46,0.92,3,"not raised",5633,5633,22,189,520,8,1
8,397,"flat",38106,46,0.92,3,"something low to the ground",5633,5633,22,189,520,8,1
8,397,"flat",38046,46,0.92,3,"an object that doesnt have a lot of height",5633,5633,22,189,520,8,1
8,397,"flat",46892,46,0.92,3,"Resembling a straight line.",5633,5633,22,189,520,8,1
8,397,"frog",38106,50,0.925925926,2,"the animal",9089,2292,24,627,938,8,1
8,397,"frog",38038,50,0.925925926,2,"square body",9089,2292,24,627,938,8,1
8,397,"frog",38337,50,0.925925926,2,"It looks like a frog.",9089,2292,24,627,938,8,1
8,397,"frog",46216,50,0.925925926,2,"an amphibian with 4 legs",9089,2292,24,627,938,8,1
8,397,"frog",38046,50,0.925925926,2,"two legs and a head, legs to side",9089,2292,24,627,938,8,1
8,397,"frog",42809,50,0.925925926,2,"It looks like a Frog",9089,2292,24,627,938,8,1
8,397,"frog",46892,50,0.925925926,2,"An amphibious animal that lives in the water.",9089,2292,24,627,938,8,1
8,397,"frog",42828,50,0.925925926,2,"A amphibian",9089,2292,24,627,938,8,1
8,397,"squat",38038,56,0.903225806,1,"image bending at the ""knees""",15013,15013,28,228,738,8,1
8,397,"squat",46216,56,0.903225806,1,"bending your knees and lowering toward the ground",15013,15013,28,228,738,8,1
8,397,"squat",42828,56,0.903225806,1,"A workout move bending of the legs",15013,15013,28,228,738,8,1
8,397,"squat",38046,56,0.903225806,1,"a person leaning down with legs spread",15013,15013,28,228,738,8,1
8,397,"squat",46892,56,0.903225806,1,"To crouch down low.",15013,15013,28,228,738,8,1
8,397,"squat",38337,56,0.903225806,1,"Something squatting down.",15013,15013,28,228,738,8,1
8,397,"squat",38106,56,0.903225806,1,"person squatting low, or short and squatty",15013,15013,28,228,738,8,1
8,397,"squat",42809,56,0.903225806,1,"Four points, wide shape.",15013,15013,28,228,738,8,1
8,398,"bunny",14283,34,0.944444444,3,"2 distinguished ears",16684,16684,17,817,1399,7,0.875
8,398,"bunny",14225,34,0.944444444,3,"small animals with large ears relative to its size.",16684,16684,17,817,1399,7,0.875
8,398,"bunny",14148,34,0.944444444,3,"long ears",16684,16684,17,817,1399,7,0.875
8,398,"bunny",14789,34,0.944444444,3,"fluffy small animal with large long ears",16684,16684,17,817,1399,7,0.875
8,398,"bunny",13935,34,0.944444444,3,"Splits",16684,16684,17,817,1399,7,0.875
8,398,"bunny",13485,34,0.944444444,3,"two big floppy ears",16684,16684,17,817,1399,7,0.875
8,398,"bunny",15318,34,0.944444444,3,"had two tall ear shapes",16684,16684,17,817,1399,7,0.875
8,398,"crab",13485,42,0.875,1,"a bottom feeder hard shelled creature",2648,2648,21,493,697,7,0.875
8,398,"crab",15318,42,0.875,1,"squat little blob",2648,2648,21,493,697,7,0.875
8,398,"crab",14789,42,0.875,1,"animal with claws that extend upward",2648,2648,21,493,697,7,0.875
8,398,"crab",13935,42,0.875,1,"Cheer",2648,2648,21,493,697,7,0.875
8,398,"crab",14283,42,0.875,1,"4 legs with a central body",2648,2648,21,493,697,7,0.875
8,398,"crab",14225,42,0.875,1,"It looks like a short, wide animal with ""arms"" open.",2648,2648,21,493,697,7,0.875
8,398,"crab",14148,42,0.875,1,"flat crustacean with elongated limbs",2648,2648,21,493,697,7,0.875
8,398,"frog",14148,40,0.909090909,2,"rounded shape almost oval or round with elongated limbs",4824,1526,20,622,844,7,0.875
8,398,"frog",13935,40,0.909090909,2,"Squatting",4824,1526,20,622,844,7,0.875
8,398,"frog",13485,40,0.909090909,2,"a jumping green thing",4824,1526,20,622,844,7,0.875
8,398,"frog",14225,40,0.909090909,2,"small animal with long limbs relative to its size.",4824,1526,20,622,844,7,0.875
8,398,"frog",15318,40,0.909090909,2,"wasnt sure on this one",4824,1526,20,622,844,7,0.875
8,398,"frog",14789,40,0.909090909,2,"animal with long back legs and shorter front legs",4824,1526,20,622,844,7,0.875
8,398,"frog",14283,40,0.909090909,2,"4 legs with a central body",4824,1526,20,622,844,7,0.875
8,399,"a",14214,28,0.777777778,2,"A letter and first letter in  the alphabet.",2320,2320,12,1175,1351,7,0.875
8,399,"a",13750,28,0.777777778,2,"A letter or a shape.",2320,2320,12,1175,1351,7,0.875
8,399,"a",13474,28,0.777777778,2,"The first letter of the alphabet",2320,2320,12,1175,1351,7,0.875
8,399,"a",14775,28,0.777777778,2,"letter",2320,2320,12,1175,1351,7,0.875
8,399,"a",15680,28,0.777777778,2,"It’s a letter",2320,2320,12,1175,1351,7,0.875
8,399,"a",14952,28,0.777777778,2,"If it looks like the letter A",2320,2320,12,1175,1351,7,0.875
8,399,"a",14834,28,0.777777778,2,"looked like an A",2320,2320,12,1175,1351,7,0.875
8,399,"crab",13474,56,0.848484848,1,"A crustacean from the sea who crawls",1298,1298,26,518,634,7,0.875
8,399,"crab",15680,56,0.848484848,1,"Short, wide hands up",1298,1298,26,518,634,7,0.875
8,399,"crab",14952,56,0.848484848,1,"Crab has claw-like bottom with arms going inward.",1298,1298,26,518,634,7,0.875
8,399,"crab",13750,56,0.848484848,1,"A land crab, a terrestrial crab.",1298,1298,26,518,634,7,0.875
8,399,"crab",14834,56,0.848484848,1,"lots of different angles",1298,1298,26,518,634,7,0.875
8,399,"crab",14775,56,0.848484848,1,"good to eat",1298,1298,26,518,634,7,0.875
8,399,"crab",14214,56,0.848484848,1,"An animal that lives on a beach and on land. Has a hard shell and can be considered seafood.",1298,1298,26,518,634,7,0.875
8,399,"down",14834,24,0.857142857,3,"ball was down",2454,2454,12,1351,1499,5,0.625
8,399,"down",14775,24,0.857142857,3,"direction",2454,2454,12,1351,1499,5,0.625
8,399,"down",14214,24,0.857142857,3,"A direction pointing to the ground.",2454,2454,12,1351,1499,5,0.625
8,399,"down",14952,24,0.857142857,3,"the ball is located at the bottom",2454,2454,12,1351,1499,5,0.625
8,399,"down",13750,24,0.857142857,3,"An arrow that points downwards.",2454,2454,12,1351,1499,5,0.625
8,399,"down",13474,24,0.857142857,3,"Going under or towards the floor or bottom",2454,2454,12,1351,1499,5,0.625
8,399,"down",15680,24,0.857142857,3,"The opposite of up",2454,2454,12,1351,1499,5,0.625
8,425,"crab",14352,40,0.952380952,2,"A species from Earth",7615,7419,20,428,757,8,1
8,425,"crab",13765,40,0.952380952,2,"It looked the same as the frog (to me), maybe more pointed at the ends.",7615,7419,20,428,757,8,1
8,425,"crab",14523,40,0.952380952,2,"Low and spread out with pincers",7615,7419,20,428,757,8,1
8,425,"crab",15637,40,0.952380952,2,"Similar to the frog shape, but lower to the ground and more compact.",7615,7419,20,428,757,8,1
8,425,"crab",13932,40,0.952380952,2,"The same as frog - squat position",7615,7419,20,428,757,8,1
8,425,"crab",14902,40,0.952380952,2,"cross legged arm lifted up person",7615,7419,20,428,757,8,1
8,425,"crab",15750,40,0.952380952,2,"It had a head, large arms up like pincers, and thick crab legs.",7615,7419,20,428,757,8,1
8,425,"crab",15229,40,0.952380952,2,"Four legged walking flat",7615,7419,20,428,757,8,1
8,425,"frog",13765,50,0.925925926,1,"The fat x with rounded ends",3156,2668,23,571,772,8,1
8,425,"frog",15637,50,0.925925926,1,"The shape that looked like a frog in mid-jump.",3156,2668,23,571,772,8,1
8,425,"frog",15229,50,0.925925926,1,"Four legged jumping animal",3156,2668,23,571,772,8,1
8,425,"frog",13932,50,0.925925926,1,"A defined head in a squat position",3156,2668,23,571,772,8,1
8,425,"frog",15750,50,0.925925926,1,"it was a wide ""x"" shape that resembled a jumping frog.",3156,2668,23,571,772,8,1
8,425,"frog",14523,50,0.925925926,1,"Short and long with a head",3156,2668,23,571,772,8,1
8,425,"frog",14352,50,0.925925926,1,"A species from Earth",3156,2668,23,571,772,8,1
8,425,"frog",14902,50,0.925925926,1,"cross legged arm stretched out person",3156,2668,23,571,772,8,1
8,425,"sword",14523,30,1,3,"Single shape upright and together",1488,1488,14,991,1142,6,0.75
8,425,"sword",15229,30,1,3,"Vertical shape",1488,1488,14,991,1142,6,0.75
8,425,"sword",14902,30,1,3,"Swerving connected lines",1488,1488,14,991,1142,6,0.75
8,425,"sword",13765,30,1,3,"I didn't see that word used at all, I think people were using whale or vagina for that one.  Kind of a straight blob.",1488,1488,14,991,1142,6,0.75
8,425,"sword",15637,30,1,3,"A thin skinny item that comes to a point. Whoever kept using ""sword"" as a descriptor was a buffoon. None of them even remotely resembled a sword.",1488,1488,14,991,1142,6,0.75
8,425,"sword",14352,30,1,3,"Weapon",1488,1488,14,991,1142,6,0.75
8,425,"sword",13932,30,1,3,"A thinner line with a handle",1488,1488,14,991,1142,6,0.75
8,425,"sword",15750,30,1,3,"very tall and slender shape",1488,1488,14,991,1142,6,0.75
8,426,"bowtie",14395,54,0.964285714,3,"A small piece of clothing worn with men suits in the olden days and are now worn today demonstrate to young youth and teenagers how to dress appropriately on holidays, weddings, family portraits and on dates.",1875,1875,25,231,423,8,1
8,426,"bowtie",15504,54,0.964285714,3,"round head with bowtie shape underneath",1875,1875,25,231,423,8,1
8,426,"bowtie",15457,54,0.964285714,3,"It was a shape of a bowtie with a ball on top",1875,1875,25,231,423,8,1
8,426,"bowtie",13867,54,0.964285714,3,"a small formal tie, that ties in the front and displays horizontally",1875,1875,25,231,423,8,1
8,426,"bowtie",15540,54,0.964285714,3,"joker",1875,1875,25,231,423,8,1
8,426,"bowtie",14076,54,0.964285714,3,"A wide ribbon tied in the middle.",1875,1875,25,231,423,8,1
8,426,"bowtie",14053,54,0.964285714,3,"A tie for special occasions",1875,1875,25,231,423,8,1
8,426,"bowtie",15769,54,0.964285714,3,"outer edges were larger than the middle and it was symmetrical",1875,1875,25,231,423,8,1
8,426,"frog",13867,78,0.951219512,1,"a small amphibious thing, that can hop and live around and in small bodies of water",5251,1531,39,595,888,8,1
8,426,"frog",15540,78,0.951219512,1,"squat",5251,1531,39,595,888,8,1
8,426,"frog",15504,78,0.951219512,1,"A wide center, four appendages, squat head",5251,1531,39,595,888,8,1
8,426,"frog",14053,78,0.951219512,1,"An animal that lives in or out of water",5251,1531,39,595,888,8,1
8,426,"frog",15769,78,0.951219512,1,"bullfrog, legs and arms wide open",5251,1531,39,595,888,8,1
8,426,"frog",14395,78,0.951219512,1,"A green insect with two big round eyes, long tongue that flaps out frequently and a frog makes a weird sound and eats flies.",5251,1531,39,595,888,8,1
8,426,"frog",14076,78,0.951219512,1,"An X like shape that has strong bends.",5251,1531,39,595,888,8,1
8,426,"frog",15457,78,0.951219512,1,"It was a shaped that looked like an X with a head",5251,1531,39,595,888,8,1
8,426,"kissin",14076,64,0.888888889,2,"Two standing people face to face, very close.",8498,8498,31,986,1408,8,1
8,426,"kissin",13867,64,0.888888889,2,"2 people face to face, with locked lips, expressing affection",8498,8498,31,986,1408,8,1
8,426,"kissin",14395,64,0.888888889,2,"The kissin shape was two shapes that appeared with tall flappy sides that stuck out on each side with a narrow long strip down the middle.",8498,8498,31,986,1408,8,1
8,426,"kissin",15540,64,0.888888889,2,"close",8498,8498,31,986,1408,8,1
8,426,"kissin",14053,64,0.888888889,2,"Intimacy",8498,8498,31,986,1408,8,1
8,426,"kissin",15457,64,0.888888889,2,"It looked like two people embracing each other with their faces together",8498,8498,31,986,1408,8,1
8,426,"kissin",15769,64,0.888888889,2,"two people locked in a kiss",8498,8498,31,986,1408,8,1
8,426,"kissin",15504,64,0.888888889,2,"Two tall shapes leaning toward each other, tops touching",8498,8498,31,986,1408,8,1
8,427,"book",15319,36,1,3,"open pages split in the middle",1709,1709,16,253,404,7,0.875
8,427,"book",15252,36,1,3,"an open book with a head above",1709,1709,16,253,404,7,0.875
8,427,"book",15243,36,1,3,"A book is something that you read and tells you a story.",1709,1709,16,253,404,7,0.875
8,427,"book",15601,36,1,3,"A stack of papers bound together that tells a story.",1709,1709,16,253,404,7,0.875
8,427,"book",15135,36,1,3,"A book is a collection of pages bound together in one volume.",1709,1709,16,253,404,7,0.875
8,427,"book",14871,36,1,3,"a thing with a cover and pages",1709,1709,16,253,404,7,0.875
8,427,"book",15808,36,1,3,"a means to educate and entertain",1709,1709,16,253,404,7,0.875
8,427,"crab",14871,46,0.884615385,1,"a shelled creature that moves sideways",5202,3932,22,505,778,7,0.875
8,427,"crab",15808,46,0.884615385,1,"a crustacean that is in the ocean",5202,3932,22,505,778,7,0.875
8,427,"crab",15601,46,0.884615385,1,"A sea creature with short legs and pincers.",5202,3932,22,505,778,7,0.875
8,427,"crab",15135,46,0.884615385,1,"An eight legged animal with a shell that is often found by the ocean.",5202,3932,22,505,778,7,0.875
8,427,"crab",15319,46,0.884615385,1,"short with wide arms.",5202,3932,22,505,778,7,0.875
8,427,"crab",15252,46,0.884615385,1,"Claws raised in the air, legs spread out on either side",5202,3932,22,505,778,7,0.875
8,427,"crab",15243,46,0.884615385,1,"crab is a type of sea animal or fish.",5202,3932,22,505,778,7,0.875
8,427,"fish",15243,38,0.904761905,2,"A fish is something that swims around in the water and that some people like to catch them with a rod and then eat them.",2444,2444,18,1021,1203,8,1
8,427,"fish",15135,38,0.904761905,2,"A fish is a scaley animal with gills that lives in the water.",2444,2444,18,1021,1203,8,1
8,427,"fish",14871,38,0.904761905,2,"a creature that lives in water and swims",2444,2444,18,1021,1203,8,1
8,427,"fish",15252,38,0.904761905,2,"Long with fins on the side and at one end",2444,2444,18,1021,1203,8,1
8,427,"fish",15808,38,0.904761905,2,"an animal that swims and can be in the ocean or in a lake or pond",2444,2444,18,1021,1203,8,1
8,427,"fish",15601,38,0.904761905,2,"A long shaped animal with fins that swims.",2444,2444,18,1021,1203,8,1
8,427,"fish",15319,38,0.904761905,2,"fish body with fin",2444,2444,18,1021,1203,8,1
8,428,"crab",13881,72,0.818181818,1,"flat with legs",7143,5570,35,470,783,8,1
8,428,"crab",15785,72,0.818181818,1,"wide body round head 2 arms",7143,5570,35,470,783,8,1
8,428,"crab",15606,72,0.818181818,1,"A crustacean with claws",7143,5570,35,470,783,8,1
8,428,"crab",14448,72,0.818181818,1,"A crab has claws and legs above and beneath it",7143,5570,35,470,783,8,1
8,428,"crab",15875,72,0.818181818,1,"Kind of a rectangle figure with pointed in arms and legs",7143,5570,35,470,783,8,1
8,428,"crab",15468,72,0.818181818,1,"an object with legs at the bottom and two petruding eyes on the top",7143,5570,35,470,783,8,1
8,428,"crab",14906,72,0.818181818,1,"an ocean creature with wide legs and claws who is low to the ground.",7143,5570,35,470,783,8,1
8,428,"crab",15579,72,0.818181818,1,"As something crab-legged.",7143,5570,35,470,783,8,1
8,428,"frog",14906,52,1,2,"An amphibian with 4 legs",3171,1036,24,634,828,8,1
8,428,"frog",13881,52,1,2,"fat and the legs are spreading",3171,1036,24,634,828,8,1
8,428,"frog",15468,52,1,2,"two long legs and arms and a head",3171,1036,24,634,828,8,1
8,428,"frog",15785,52,1,2,"large body 4 limbs sicking out",3171,1036,24,634,828,8,1
8,428,"frog",14448,52,1,2,"Frogs are able to swim and stay on land; have skinny legs and large bodies",3171,1036,24,634,828,8,1
8,428,"frog",15579,52,1,2,"Something shaped like a frog.",3171,1036,24,634,828,8,1
8,428,"frog",15875,52,1,2,"an amphibian",3171,1036,24,634,828,8,1
8,428,"frog",15606,52,1,2,"An amphibian that croaks",3171,1036,24,634,828,8,1
8,428,"rabbit",15468,40,0.689655172,3,"long ears",27747,27747,20,897,1348,8,1
8,428,"rabbit",15606,40,0.689655172,3,"a small mammal with big ears",27747,27747,20,897,1348,8,1
8,428,"rabbit",15579,40,0.689655172,3,"Something shaped like a rabbit.",27747,27747,20,897,1348,8,1
8,428,"rabbit",13881,40,0.689655172,3,"long ears and thin",27747,27747,20,897,1348,8,1
8,428,"rabbit",15785,40,0.689655172,3,"2 large ears on side of a head",27747,27747,20,897,1348,8,1
8,428,"rabbit",14906,40,0.689655172,3,"A furry mammal with long ears",27747,27747,20,897,1348,8,1
8,428,"rabbit",14448,40,0.689655172,3,"Rabbits are fluffy with big paws and fluffy ears",27747,27747,20,897,1348,8,1
8,428,"rabbit",15875,40,0.689655172,3,"big floppy ears",27747,27747,20,897,1348,8,1
8,429,"couch",13573,54,0.9,1,"something people sit on",2094,2094,24,374,551,7,0.875
8,429,"couch",15129,54,0.9,1,"Wide",2094,2094,24,374,551,7,0.875
8,429,"couch",14880,54,0.9,1,"a wide, short piece of furniture",2094,2094,24,374,551,7,0.875
8,429,"couch",13688,54,0.9,1,"A wide but narrow object",2094,2094,24,374,551,7,0.875
8,429,"couch",14549,54,0.9,1,"wide seating furniture with cushions",2094,2094,24,374,551,7,0.875
8,429,"couch",14204,54,0.9,1,"A long seat with arms",2094,2094,24,374,551,7,0.875
8,429,"couch",14115,54,0.9,1,"a couch is a longer section of space where people sit",2094,2094,24,374,551,7,0.875
8,429,"crab",14115,52,0.962962963,2,"a crab is a many legged creature that lives in the ocean",6539,6539,22,197,651,8,1
8,429,"crab",13688,52,0.962962963,2,"Big pinchers",6539,6539,22,197,651,8,1
8,429,"crab",13573,52,0.962962963,2,"a hard shell sea animal",6539,6539,22,197,651,8,1
8,429,"crab",14204,52,0.962962963,2,"A creature with large front arms",6539,6539,22,197,651,8,1
8,429,"crab",15129,52,0.962962963,2,"Crab looking project",6539,6539,22,197,651,8,1
8,429,"crab",14880,52,0.962962963,2,"an animal that crawls and has claws",6539,6539,22,197,651,8,1
8,429,"crab",14549,52,0.962962963,2,"short and wide creature with claws",6539,6539,22,197,651,8,1
8,429,"frog",14549,50,0.806451613,3,"kneeling creature with long front legs",4203,1203,24,632,858,6,0.75
8,429,"frog",14204,50,0.806451613,3,"an amphibian",4203,1203,24,632,858,6,0.75
8,429,"frog",14115,50,0.806451613,3,"a frog is a, usually greenish, amphibian",4203,1203,24,632,858,6,0.75
8,429,"frog",14880,50,0.806451613,3,"an animal that hops",4203,1203,24,632,858,6,0.75
8,429,"frog",13688,50,0.806451613,3,"An amphibian",4203,1203,24,632,858,6,0.75
8,429,"frog",13573,50,0.806451613,3,"a reptile",4203,1203,24,632,858,6,0.75
8,429,"frog",15129,50,0.806451613,3,"Frog looking object",4203,1203,24,632,858,6,0.75
8,430,"book",14696,34,1,3,"Written sheets",3460,3460,17,223,430,7,0.875
8,430,"book",15445,34,1,3,"pages bound by a cover",3460,3460,17,223,430,7,0.875
8,430,"book",14718,34,1,3,"two covers with pages in between",3460,3460,17,223,430,7,0.875
8,430,"book",13802,34,1,3,"a flat book that's open",3460,3460,17,223,430,7,0.875
8,430,"book",15469,34,1,3,"A collection of pages that tell a story",3460,3460,17,223,430,7,0.875
8,430,"book",14495,34,1,3,"Slight curve at the base",3460,3460,17,223,430,7,0.875
8,430,"book",14180,34,1,3,"a story",3460,3460,17,223,430,7,0.875
8,430,"book",15477,34,1,3,"A rectangle that opens.",3460,3460,17,223,430,7,0.875
8,430,"crab",14495,44,0.916666667,2,"Wide body shoet legs",1290,1290,22,467,616,8,1
8,430,"crab",13802,44,0.916666667,2,"the widest one with two hands wide apart",1290,1290,22,467,616,8,1
